,id,appPackage,category,numberUpdates,subject,priority,ongoing,visibility
113,113,com.google.android.googlequicksearchbox,unknown,none,unknown,max,False,private
114,114,com.bskyb.sportnews,unknown,none,unknown,min,False,public
115,115,com.whatsapp,service,low,unknown,default,False,private
116,116,com.whatsapp,unknown,none,online communities,high,False,private
117,117,fm.castbox.audiobook.radio.podcast,email,none,unknown,default,False,private
118,118,io.wia.wia,msg,none,unknown,default,False,private
119,119,com.whatsapp,unknown,low,email & messaging,high,False,private
120,120,com.facebook.orca,unknown,low,unknown,default,False,private
121,121,com.Slack,msg,none,unknown,high,False,private
122,122,com.twitter.android,unknown,low,unknown,default,False,private
123,123,com.whatsapp,unknown,low,unknown,default,False,private
124,124,com.facebook.orca,unknown,none,unknown,min,False,public
125,125,com.google.android.googlequicksearchbox,unknown,none,unknown,max,False,public
126,126,com.google.android.gm,email,none,unknown,high,False,private
127,127,io.wia.wia,msg,none,unknown,high,False,private
128,128,com.whatsapp,msg,none,unknown,high,False,private
129,129,io.wia.wia,unknown,low,unknown,default,False,private
130,130,io.wia.wia,msg,none,unknown,high,False,private
131,131,com.google.android.gm,unknown,none,unknown,default,False,private
132,132,com.google.android.googlequicksearchbox,unknown,none,unknown,min,False,public
133,133,com.whatsapp,unknown,low,unknown,default,False,private
134,134,com.facebook.orca,unknown,none,unknown,min,False,private
135,135,com.google.android.gm,unknown,none,unknown,default,False,private
136,136,com.whatsapp,unknown,low,unknown,default,False,private
137,137,com.facebook.orca,unknown,low,unknown,default,False,private
138,138,com.Slack,email,none,unknown,default,False,private
139,139,io.wia.wia,unknown,low,unknown,default,False,private
140,140,com.whatsapp,service,low,unknown,default,False,private
141,141,com.google.android.gm,email,none,unknown,default,False,private
142,142,com.facebook.orca,unknown,none,online communities,max,False,private
143,143,com.whatsapp,unknown,medium,unknown,default,False,private
144,144,com.whatsapp,unknown,low,unknown,high,False,private
145,145,com.whatsapp,msg,none,unknown,high,False,private
146,146,com.Slack,email,none,unknown,high,False,private
147,147,com.whatsapp,unknown,low,unknown,default,False,private
148,148,com.facebook.orca,unknown,none,unknown,default,False,private
149,149,com.google.android.gm,msg,none,unknown,default,False,private
150,150,com.whatsapp,service,low,unknown,high,False,private
151,151,com.bskyb.sportnews,unknown,none,unknown,default,False,private
152,152,com.google.android.googlequicksearchbox,unknown,none,unknown,min,False,private
153,153,com.whatsapp,service,low,unknown,high,False,private
154,154,com.bskyb.sportnews,unknown,none,unknown,default,False,private
155,155,io.wia.wia,unknown,none,unknown,default,False,private
156,156,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
157,157,com.twitter.android,unknown,low,unknown,default,False,private
158,158,com.whatsapp,msg,medium,unknown,high,False,private
159,159,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
160,160,com.whatsapp,unknown,medium,unknown,default,False,private
161,161,com.Slack,msg,none,unknown,default,False,private
162,162,com.twitter.android,unknown,low,unknown,min,False,private
163,163,com.whatsapp,msg,low,arts & entertainment,high,False,private
164,164,com.whatsapp,unknown,low,unknown,default,False,private
165,165,com.bskyb.sportnews,unknown,none,unknown,default,False,private
166,166,io.wia.wia,unknown,none,unknown,default,False,private
167,167,io.wia.wia,unknown,none,unknown,default,False,private
168,168,com.whatsapp,msg,none,unknown,high,False,private
169,169,io.wia.wia,unknown,none,unknown,default,False,private
170,170,com.intermedia.hq,unknown,none,arts & entertainment,high,False,private
171,171,com.whatsapp,msg,none,unknown,default,False,private
172,172,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
173,173,com.google.android.gm,unknown,none,unknown,default,False,private
174,174,com.bumble.app,unknown,low,unknown,min,False,private
175,175,com.whatsapp,unknown,none,unknown,default,False,private
176,176,fm.castbox.audiobook.radio.podcast,unknown,none,unknown,default,False,private
177,177,com.google.android.gm,unknown,none,unknown,default,False,private
178,178,com.bskyb.sportnews,email,none,unknown,high,False,private
179,179,com.snapchat.android,unknown,none,unknown,default,False,private
180,180,io.wia.wia,unknown,none,unknown,default,False,private
181,181,bbc.mobile.news.ww,email,none,unknown,default,False,private
182,182,com.whatsapp,unknown,low,unknown,default,False,private
183,183,com.Slack,email,none,unknown,high,False,private
184,184,com.google.android.googlequicksearchbox,msg,none,arts & entertainment,high,False,private
185,185,com.google.android.googlequicksearchbox,unknown,none,arts & entertainment,high,False,private
186,186,com.google.android.googlequicksearchbox,unknown,none,unknown,min,False,public
187,187,com.whatsapp,unknown,none,unknown,high,False,private
188,188,com.whatsapp,unknown,none,unknown,default,False,private
189,189,com.whatsapp,service,low,unknown,min,False,private
190,190,com.bskyb.sportnews,email,none,unknown,default,False,public
191,191,com.whatsapp,service,low,unknown,high,False,private
192,192,com.Slack,unknown,none,unknown,high,False,public
193,193,com.bskyb.sportnews,unknown,none,unknown,default,False,public
194,194,com.Slack,unknown,none,unknown,high,False,private
195,195,com.whatsapp,unknown,low,unknown,default,False,private
196,196,com.Slack,unknown,none,unknown,default,False,private
197,197,com.whatsapp,unknown,none,unknown,default,False,private
198,198,com.google.android.gm,unknown,none,unknown,default,False,private
199,199,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
200,200,com.google.android.gm,unknown,none,unknown,default,False,private
201,201,io.wia.wia,unknown,none,unknown,default,False,private
202,202,com.Slack,unknown,none,unknown,default,False,private
203,203,io.wia.wia,msg,none,unknown,high,False,private
204,204,com.google.android.apps.maps,unknown,low,unknown,default,False,private
205,205,com.whatsapp,unknown,none,unknown,default,False,private
206,206,com.facebook.orca,unknown,none,unknown,default,False,private
207,207,com.facebook.orca,unknown,low,unknown,min,False,private
208,208,com.whatsapp,unknown,low,unknown,default,False,private
209,209,com.whatsapp,unknown,none,unknown,default,False,private
210,210,com.whatsapp,unknown,none,unknown,high,False,private
211,211,com.google.android.googlequicksearchbox,msg,low,unknown,min,False,private
212,212,com.google.android.googlequicksearchbox,msg,none,unknown,high,False,private
213,213,com.google.android.googlequicksearchbox,unknown,none,unknown,min,False,private
214,214,com.bskyb.sportnews,unknown,none,unknown,max,False,private
215,215,com.facebook.orca,unknown,low,unknown,default,False,private
216,216,com.whatsapp,unknown,low,unknown,min,False,private
217,217,io.wia.wia,unknown,low,unknown,default,False,private
218,218,com.whatsapp,unknown,low,unknown,min,False,private
219,219,com.google.android.gm,unknown,none,unknown,default,False,private
220,220,com.google.android.gm,unknown,none,unknown,default,False,private
221,221,com.twitter.android,unknown,low,unknown,default,False,private
222,222,com.google.android.gm,unknown,none,unknown,default,False,private
223,223,com.whatsapp,unknown,low,unknown,default,False,private
224,224,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
225,225,com.google.android.gm,msg,none,unknown,high,False,private
226,226,com.facebook.orca,unknown,low,unknown,high,False,private
227,227,com.bskyb.sportnews,email,none,unknown,default,False,public
228,228,com.google.android.gm,unknown,none,unknown,default,False,private
229,229,com.Slack,msg,none,unknown,default,False,private
230,230,com.bskyb.sportnews,msg,none,unknown,high,False,public
231,231,com.twitter.android,unknown,none,unknown,default,False,private
232,232,com.bskyb.sportnews,unknown,none,soccer,max,False,public
233,233,com.bskyb.sportnews,unknown,none,unknown,default,False,private
234,234,com.whatsapp,unknown,low,unknown,default,False,private
235,235,com.whatsapp,unknown,low,unknown,default,False,private
236,236,com.google.android.gm,unknown,none,unknown,high,False,private
237,237,com.whatsapp,service,low,unknown,default,False,private
238,238,com.facebook.orca,unknown,low,unknown,default,False,private
239,239,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
240,240,com.whatsapp,unknown,none,unknown,default,False,private
241,241,com.Slack,msg,none,unknown,high,False,private
242,242,com.whatsapp,msg,low,unknown,high,False,private
243,243,com.whatsapp,unknown,low,unknown,default,False,private
244,244,com.twitter.android,unknown,low,unknown,default,False,private
245,245,com.whatsapp,unknown,low,unknown,default,False,private
246,246,com.bskyb.sportnews,msg,none,unknown,default,False,private
247,247,com.whatsapp,unknown,none,unknown,default,False,private
248,248,com.google.android.googlequicksearchbox,unknown,low,unknown,min,False,private
249,249,com.whatsapp,unknown,none,unknown,default,False,private
250,250,com.whatsapp,unknown,low,unknown,min,False,private
251,251,com.twitter.android,unknown,low,unknown,default,False,private
252,252,com.whatsapp,unknown,low,unknown,default,False,private
253,253,com.bskyb.sportnews,unknown,none,unknown,max,False,public
254,254,com.bskyb.sportnews,email,none,unknown,default,False,private
255,255,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
256,256,com.whatsapp,unknown,low,unknown,default,False,private
257,257,com.google.android.gm,email,none,unknown,default,False,private
258,258,com.instagram.android,unknown,none,unknown,default,False,private
259,259,com.whatsapp,unknown,low,unknown,default,False,private
260,260,com.whatsapp,service,low,unknown,min,False,private
261,261,com.Slack,unknown,none,unknown,default,False,private
262,262,com.google.android.gm,msg,none,unknown,default,False,private
263,263,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
264,264,com.google.android.gm,msg,none,unknown,default,False,private
265,265,com.whatsapp,msg,low,unknown,high,False,private
266,266,com.bskyb.sportnews,unknown,none,unknown,default,False,public
267,267,com.bskyb.sportnews,unknown,none,arts & entertainment,high,False,public
268,268,com.google.android.gm,unknown,none,unknown,default,False,private
269,269,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
270,270,com.facebook.orca,unknown,none,unknown,default,False,private
271,271,com.google.android.gm,unknown,none,unknown,high,False,private
272,272,com.google.android.googlequicksearchbox,unknown,low,unknown,min,False,private
273,273,com.google.android.gm,unknown,none,unknown,default,False,private
274,274,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
275,275,com.google.android.gm,unknown,none,unknown,default,False,private
276,276,com.google.android.apps.maps,unknown,low,unknown,high,False,private
277,277,com.snapchat.android,unknown,none,unknown,default,False,private
278,278,com.whatsapp,unknown,low,arts & entertainment,min,False,private
279,279,com.bskyb.sportnews,email,none,unknown,default,False,public
280,280,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
281,281,com.google.android.gm,unknown,none,unknown,default,False,private
282,282,com.google.android.gm,unknown,none,unknown,default,False,private
283,283,com.facebook.orca,unknown,none,unknown,default,False,private
284,284,com.bumble.app,msg,low,arts & entertainment,min,False,private
285,285,com.whatsapp,unknown,low,unknown,default,False,private
286,286,com.Slack,email,none,unknown,default,False,private
287,287,com.Slack,unknown,none,unknown,default,False,private
288,288,com.whatsapp,unknown,low,unknown,default,False,private
289,289,com.Slack,unknown,none,unknown,default,False,private
290,290,com.google.android.gm,msg,none,unknown,default,False,private
291,291,com.snapchat.android,msg,none,unknown,high,False,private
292,292,com.whatsapp,unknown,low,unknown,default,False,private
293,293,com.whatsapp,msg,none,unknown,high,False,private
294,294,com.bskyb.sportnews,unknown,none,unknown,default,False,private
295,295,com.bskyb.sportnews,unknown,none,unknown,default,False,public
296,296,com.bskyb.sportnews,unknown,none,unknown,default,False,private
297,297,com.whatsapp,msg,none,unknown,high,False,private
298,298,com.whatsapp,unknown,low,unknown,min,False,private
299,299,com.facebook.orca,unknown,low,unknown,min,False,private
300,300,com.facebook.orca,unknown,none,unknown,default,False,private
301,301,com.whatsapp,unknown,none,unknown,default,False,private
302,302,com.whatsapp,unknown,none,unknown,default,False,private
303,303,com.bskyb.sportnews,unknown,none,soccer,default,False,private
304,304,com.bskyb.sportnews,unknown,none,unknown,min,False,private
305,305,com.facebook.orca,msg,low,unknown,default,False,private
306,306,com.whatsapp,unknown,low,unknown,default,False,private
307,307,com.bskyb.sportnews,unknown,none,soccer,min,False,public
308,308,com.whatsapp,msg,low,unknown,high,False,private
309,309,com.whatsapp,msg,none,unknown,high,False,private
310,310,com.Slack,unknown,none,unknown,default,False,private
311,311,com.google.android.googlequicksearchbox,unknown,none,unknown,high,False,private
312,312,com.bskyb.sportnews,unknown,none,unknown,default,False,public
313,313,com.snapchat.android,msg,none,unknown,high,False,private
314,314,com.whatsapp,unknown,low,unknown,high,False,private
315,315,com.bskyb.sportnews,unknown,none,unknown,default,False,public
316,316,com.google.android.gm,unknown,none,unknown,default,False,private
317,317,com.google.android.googlequicksearchbox,unknown,none,unknown,min,False,private
318,318,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
319,319,com.whatsapp,unknown,low,unknown,default,False,private
320,320,com.Slack,unknown,none,unknown,default,False,private
321,321,com.whatsapp,unknown,low,unknown,default,False,private
322,322,com.whatsapp,unknown,low,unknown,high,False,private
323,323,com.bskyb.sportnews,unknown,none,soccer,default,False,public
324,324,com.whatsapp,msg,none,unknown,default,False,private
325,325,com.whatsapp,unknown,none,unknown,default,False,private
326,326,com.whatsapp,unknown,none,unknown,default,False,private
327,327,com.facebook.orca,unknown,none,unknown,default,False,private
328,328,com.facebook.orca,unknown,none,unknown,default,False,private
329,329,com.whatsapp,unknown,none,unknown,default,False,private
330,330,com.bskyb.sportnews,unknown,none,unknown,max,False,public
331,331,com.twitter.android,unknown,low,unknown,min,False,private
332,332,com.bskyb.sportnews,unknown,none,unknown,default,False,private
333,333,com.Slack,msg,none,unknown,high,False,private
334,334,com.facebook.orca,unknown,low,unknown,min,False,private
335,335,com.facebook.orca,unknown,low,unknown,default,False,private
336,336,com.whatsapp,msg,low,unknown,min,False,private
337,337,com.google.android.gm,unknown,none,unknown,default,False,private
338,338,com.whatsapp,unknown,low,unknown,default,False,private
339,339,com.bskyb.sportnews,unknown,none,unknown,max,False,private
340,340,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
341,341,com.whatsapp,unknown,none,unknown,high,False,private
342,342,com.whatsapp,msg,low,unknown,min,False,private
343,343,com.whatsapp,msg,low,unknown,high,False,private
344,344,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
345,345,com.whatsapp,msg,none,unknown,high,False,private
346,346,com.facebook.orca,unknown,none,unknown,min,False,private
347,347,com.whatsapp,unknown,low,unknown,min,False,private
348,348,com.whatsapp,msg,low,unknown,high,False,private
349,349,com.bumble.app,unknown,low,unknown,high,False,private
350,350,com.whatsapp,unknown,none,unknown,default,False,private
351,351,com.whatsapp,unknown,low,unknown,default,False,private
352,352,com.twitter.android,unknown,low,unknown,default,False,private
353,353,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
354,354,com.facebook.orca,unknown,none,unknown,high,False,private
355,355,com.Slack,msg,none,unknown,high,False,private
356,356,com.whatsapp,unknown,low,unknown,default,False,private
357,357,com.Slack,msg,none,unknown,high,False,private
358,358,com.Slack,msg,none,unknown,high,False,private
359,359,com.google.android.gm,unknown,none,unknown,default,False,public
360,360,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
361,361,com.whatsapp,msg,none,unknown,high,False,private
362,362,com.google.android.gm,unknown,none,unknown,default,False,private
363,363,com.whatsapp,unknown,low,unknown,default,False,private
364,364,com.snapchat.android,msg,none,unknown,default,False,private
365,365,com.google.android.googlequicksearchbox,unknown,none,unknown,high,False,private
366,366,com.whatsapp,unknown,low,unknown,default,False,private
367,367,com.google.android.googlequicksearchbox,unknown,none,unknown,high,False,private
368,368,com.bskyb.sportnews,unknown,none,unknown,high,False,public
369,369,com.whatsapp,msg,none,unknown,high,False,private
370,370,com.facebook.orca,unknown,low,unknown,default,False,private
371,371,com.facebook.orca,unknown,low,unknown,min,False,private
372,372,com.google.android.gm,msg,none,unknown,default,False,private
373,373,com.google.android.gm,unknown,none,unknown,default,False,private
374,374,com.whatsapp,unknown,low,unknown,default,False,private
375,375,com.google.android.googlequicksearchbox,unknown,low,unknown,default,False,private
376,376,com.whatsapp,msg,none,unknown,high,False,private
377,377,com.facebook.orca,unknown,low,unknown,default,False,private
378,378,com.google.android.googlequicksearchbox,unknown,low,unknown,default,False,private
379,379,com.google.android.googlequicksearchbox,unknown,low,unknown,default,False,private
380,380,com.google.android.gm,msg,none,unknown,default,False,private
381,381,com.whatsapp,unknown,low,unknown,default,False,private
382,382,com.facebook.orca,unknown,none,arts & entertainment,min,False,private
383,383,com.facebook.orca,unknown,low,arts & entertainment,max,False,private
384,384,com.whatsapp,msg,low,unknown,default,False,private
385,385,com.whatsapp,msg,none,unknown,high,False,private
386,386,com.Slack,unknown,none,unknown,default,False,private
387,387,com.google.android.gm,unknown,none,unknown,default,False,private
388,388,com.bskyb.sportnews,unknown,none,unknown,default,False,private
389,389,com.google.android.googlequicksearchbox,msg,none,unknown,high,False,private
390,390,com.snapchat.android,msg,none,unknown,default,False,private
391,391,com.whatsapp,unknown,low,unknown,default,False,private
392,392,com.Slack,unknown,none,unknown,default,False,private
393,393,com.whatsapp,unknown,none,unknown,default,False,private
394,394,com.whatsapp,unknown,low,unknown,high,False,private
395,395,com.bumble.app,msg,low,unknown,min,False,private
396,396,com.whatsapp,unknown,low,unknown,default,False,private
397,397,com.google.android.apps.maps,unknown,low,unknown,default,False,private
398,398,com.Slack,unknown,none,unknown,default,False,private
399,399,com.whatsapp,msg,low,unknown,high,False,private
400,400,com.whatsapp,msg,low,unknown,default,False,private
401,401,com.google.android.googlequicksearchbox,msg,none,unknown,high,False,public
402,402,com.bskyb.sportnews,unknown,none,unknown,default,False,private
403,403,com.whatsapp,msg,none,unknown,high,False,private
404,404,com.whatsapp,unknown,none,unknown,default,False,private
405,405,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
406,406,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
407,407,com.whatsapp,msg,low,unknown,default,False,private
408,408,com.whatsapp,msg,low,unknown,high,False,private
409,409,com.whatsapp,unknown,low,unknown,default,False,private
410,410,com.whatsapp,unknown,low,unknown,default,False,private
411,411,com.whatsapp,unknown,low,unknown,min,False,private
412,412,com.Slack,unknown,none,unknown,default,False,private
413,413,com.whatsapp,unknown,low,unknown,high,False,private
414,414,com.bskyb.sportnews,unknown,none,unknown,default,False,private
415,415,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
416,416,com.bskyb.sportnews,unknown,none,unknown,high,False,private
417,417,com.bskyb.sportnews,unknown,none,unknown,default,False,private
418,418,com.bskyb.sportnews,unknown,none,sports,default,False,public
419,419,com.whatsapp,msg,none,unknown,default,False,private
420,420,com.Slack,unknown,none,unknown,default,False,private
421,421,com.whatsapp,unknown,low,unknown,min,False,private
422,422,com.bskyb.sportnews,unknown,none,unknown,default,False,public
423,423,com.whatsapp,msg,low,unknown,default,False,private
424,424,com.google.android.gm,unknown,none,unknown,default,False,private
425,425,com.google.android.gm,unknown,none,unknown,default,False,private
426,426,com.bskyb.sportnews,unknown,none,unknown,high,False,private
427,427,com.whatsapp,msg,low,unknown,high,False,private
428,428,com.snapchat.android,unknown,none,unknown,default,False,private
429,429,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
430,430,com.snapchat.android,msg,none,unknown,default,False,private
431,431,com.Slack,msg,none,unknown,high,False,private
432,432,com.bskyb.sportnews,email,none,unknown,default,False,private
433,433,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
434,434,com.facebook.orca,unknown,none,unknown,default,False,private
435,435,com.facebook.orca,unknown,none,unknown,default,False,private
436,436,com.facebook.orca,unknown,none,unknown,default,False,private
437,437,com.whatsapp,unknown,low,unknown,default,False,private
438,438,com.google.android.gm,msg,none,unknown,default,False,private
439,439,com.whatsapp,unknown,low,unknown,default,False,private
440,440,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
441,441,com.whatsapp,msg,none,unknown,default,False,private
442,442,com.bskyb.sportnews,unknown,none,unknown,default,False,private
443,443,com.whatsapp,msg,low,unknown,high,False,private
444,444,com.whatsapp,unknown,low,unknown,default,False,private
445,445,com.whatsapp,unknown,low,unknown,default,False,private
446,446,com.google.android.gm,unknown,none,unknown,default,False,private
447,447,com.whatsapp,unknown,none,unknown,default,False,private
448,448,com.bskyb.sportnews,unknown,none,unknown,default,False,private
449,449,com.whatsapp,unknown,none,unknown,default,False,private
450,450,com.bskyb.sportnews,unknown,none,unknown,default,False,private
451,451,com.Slack,unknown,none,unknown,high,False,private
452,452,com.snapchat.android,unknown,none,unknown,default,False,private
453,453,com.whatsapp,unknown,low,unknown,default,False,private
454,454,com.facebook.orca,unknown,none,unknown,default,False,private
455,455,com.facebook.orca,unknown,none,unknown,min,False,private
456,456,com.facebook.orca,unknown,none,unknown,high,False,private
457,457,com.whatsapp,unknown,low,unknown,default,False,private
458,458,com.google.android.gm,unknown,none,unknown,default,False,private
459,459,com.whatsapp,unknown,low,unknown,default,False,private
460,460,com.whatsapp,unknown,low,unknown,default,False,private
461,461,com.whatsapp,unknown,low,unknown,default,False,private
462,462,com.whatsapp,unknown,low,unknown,default,False,private
463,463,com.whatsapp,unknown,low,unknown,high,False,private
464,464,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,public
465,465,com.bskyb.sportnews,unknown,none,unknown,high,False,public
466,466,com.twitter.android,unknown,none,unknown,default,False,private
467,467,com.whatsapp,unknown,low,unknown,default,False,private
468,468,com.whatsapp,unknown,low,unknown,default,False,private
469,469,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
470,470,com.whatsapp,msg,low,unknown,min,False,private
471,471,com.intermedia.hq,msg,none,unknown,high,False,public
472,472,com.bskyb.sportnews,unknown,none,unknown,default,False,public
473,473,com.bskyb.sportnews,unknown,none,unknown,default,False,public
474,474,com.google.android.googlequicksearchbox,unknown,none,unknown,default,False,private
475,475,com.whatsapp,msg,low,unknown,high,False,private
