,id,day,time,place,activity,noise,batteryLevel,charging,headphonesIn,musicActive,proximity,ringerMode,lightIntensity
90,90,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
91,91,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
92,92,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
93,93,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,med,vibrate,low
94,94,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,False,False,med,vibrate,low
95,95,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
96,96,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
97,97,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
98,98,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,near,vibrate,low
99,99,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
100,100,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
101,101,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,False,False,False,med,vibrate,low
102,102,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
103,103,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
104,104,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
105,105,0,afternoon,unknown,unknown,low,unknown,False,False,False,unknown,vibrate,unknown
106,106,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,med,vibrate,low
107,107,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
108,108,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,high,False,False,False,med,vibrate,low
109,109,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
110,110,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
111,111,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
112,112,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
113,113,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
114,114,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
115,115,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,med,vibrate,low
116,116,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,False,False,False,med,vibrate,low
117,117,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
118,118,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,med,vibrate,low
119,119,0,afternoon,unknown,unknown,low,high,False,False,False,med,vibrate,low
120,120,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
121,121,0,afternoon,TYPE_OTHER TYPE_BAKERY TYPE_ART_GALLERY TYPE_ATM TYPE_AQUARIUM TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_BANK TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,low,high,False,False,False,near,vibrate,low
122,122,0,afternoon,unknown,unknown,low,medium,False,False,False,near,vibrate,low
123,123,0,afternoon,unknown,unknown,low,unknown,False,False,False,med,vibrate,low
124,124,0,afternoon,unknown,unknown,low,unknown,False,False,False,near,vibrate,low
125,125,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
126,126,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
127,127,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
128,128,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
129,129,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
130,130,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
131,131,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
132,132,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
133,133,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,medium,False,False,False,med,vibrate,low
134,134,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,low,True,False,False,med,vibrate,low
135,135,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
136,136,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
137,137,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
138,138,0,afternoon,unknown,unknown,low,high,False,False,False,near,vibrate,low
139,139,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,low,True,False,True,med,vibrate,low
140,140,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,False,False,med,vibrate,low
141,141,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
142,142,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,False,False,False,near,vibrate,low
143,143,0,evening,unknown,unknown,low,unknown,False,False,False,med,vibrate,low
144,144,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
145,145,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
146,146,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
147,147,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
148,148,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
149,149,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
150,150,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,low,False,False,False,med,vibrate,low
151,151,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,med,vibrate,low
152,152,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,low,medium,False,False,False,med,vibrate,low
153,153,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
154,154,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
155,155,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,low,False,False,False,med,vibrate,low
156,156,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
157,157,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
158,158,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
159,159,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
160,160,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
161,161,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
162,162,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,low,True,False,True,med,vibrate,low
163,163,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,low,False,False,False,med,vibrate,low
164,164,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,low,True,False,True,med,vibrate,low
165,165,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
166,166,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,low,medium,False,False,False,med,vibrate,low
167,167,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
168,168,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,low,False,False,False,med,vibrate,low
169,169,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
170,170,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,False,False,True,med,vibrate,low
171,171,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,low,True,True,True,med,vibrate,low
172,172,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
173,173,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,low,False,False,False,med,vibrate,low
174,174,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_ACCOUNTING TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AIRPORT,unknown,low,medium,False,False,False,med,normal,low
175,175,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
176,176,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
177,177,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
178,178,0,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
179,179,0,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,False,False,False,med,vibrate,low
180,180,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,near,vibrate,low
181,181,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
182,182,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,high,False,False,False,med,vibrate,low
183,183,1,morning,unknown,unknown,low,medium,False,False,False,med,vibrate,low
184,184,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
185,185,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
186,186,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
187,187,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,low,False,False,False,med,vibrate,low
188,188,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
189,189,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,med,vibrate,low
190,190,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
191,191,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
192,192,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
193,193,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
194,194,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,medium,False,False,False,med,vibrate,low
195,195,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
196,196,1,morning,unknown,unknown,low,high,False,False,False,med,vibrate,low
197,197,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,near,vibrate,low
198,198,1,morning,unknown,unknown,low,medium,False,False,False,med,vibrate,low
199,199,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
200,200,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_ACCOUNTING TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AIRPORT,unknown,low,medium,False,False,False,med,vibrate,low
201,201,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_ACCOUNTING TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AIRPORT,unknown,low,medium,False,False,False,med,vibrate,low
202,202,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,medium,True,True,True,med,vibrate,low
203,203,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
204,204,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,low
205,205,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,False,False,med,vibrate,low
206,206,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
207,207,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
208,208,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
209,209,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
210,210,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,med,vibrate,low
211,211,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
212,212,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
213,213,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
214,214,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
215,215,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,low,True,True,True,med,vibrate,low
216,216,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,high,False,False,False,near,vibrate,low
217,217,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
218,218,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
219,219,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,high,False,False,False,med,vibrate,low
220,220,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
221,221,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
222,222,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
223,223,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
224,224,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
225,225,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
226,226,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,medium,True,True,True,med,vibrate,low
227,227,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
228,228,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
229,229,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,med,vibrate,low
230,230,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
231,231,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
232,232,1,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,False,False,False,med,vibrate,low
233,233,1,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
234,234,1,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,high,True,True,True,med,vibrate,low
235,235,1,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
236,236,1,evening,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,medium,True,True,True,med,vibrate,low
237,237,1,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
238,238,1,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
239,239,1,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
240,240,1,evening,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
