,id,activity,noise,batteryLevel,charging,contactSignificantContext,contactSignificantOverall,decisionTime,headphonesIn,lightIntensity,musicActive,place,proximity,responseTime,ringerMode,seenTime,action,timeAppLastUsed,postDate,removedDate
20,20,unknown,low,low,True,False,true,119.512139,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1043.282709,normal,923.77057,True,over a week ago,2019-02-18 15:21:07.687000,2019-02-18 15:38:30.969709
21,21,still,low,high,True,False,false,39.927272,False,low,False,unknown,med,79.018048,vibrate,39.090776,False,over a week ago,2019-02-18 15:41:51.762127,2019-02-18 15:43:10.780175
22,22,unknown,low,low,False,True,false,42.461874,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,near,570.573177,vibrate,528.111303,False,over a week ago,2019-02-18 16:32:52.890036,2019-02-18 16:42:23.463213
23,23,still,low,high,True,True,true,15.636841,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,47.339374,normal,31.702533,True,over a week ago,2019-02-18 17:03:30.704445,2019-02-18 17:04:18.043819
24,24,unknown,low,low,False,True,true,45.789031,False,low,False,TYPE_ATM TYPE_ACCOUNTING TYPE_BANK TYPE_BANK TYPE_BAKERY TYPE_BAR TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,87.77398,vibrate,41.984949,True,over a week ago,2019-02-18 17:04:34.162031,2019-02-18 17:06:01.936011
25,25,unknown,low,high,True,True,false,19.766206,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,51.065943,normal,31.299737,True,over a week ago,2019-02-18 17:14:46.662012,2019-02-18 17:15:37.727955
26,26,still,low,low,True,False,false,8.002157,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,11.972144,vibrate,3.969987,False,over a week ago,2019-02-18 17:14:53.417070,2019-02-18 17:15:05.389214
27,27,unknown,low,medium,False,True,false,32.640211,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,near,491.222722,normal,458.582511,True,over a week ago,2019-02-18 17:19:35.402371,2019-02-18 17:27:46.625093
28,28,still,low,low,True,False,false,242.089657,False,low,True,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,252.416565,vibrate,10.326908,True,over a week ago,2019-02-18 17:24:54.115036,2019-02-18 17:29:06.531601
29,29,still,low,low,False,True,false,240.546313,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,276.652523,normal,36.10621,True,over a week ago,2019-02-18 17:26:21.745044,2019-02-18 17:30:58.397567
30,30,still,low,high,True,False,false,630.884676,False,low,False,TYPE_AIRPORT TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,682.844423,vibrate,51.959747,False,over a week ago,2019-02-18 17:52:33.669356,2019-02-18 18:03:56.513779
31,31,unknown,low,low,False,True,false,27.668676,False,low,False,TYPE_ATM TYPE_ACCOUNTING TYPE_BANK TYPE_BANK TYPE_BAKERY TYPE_BAR TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,1875.434809,vibrate,1847.766133,True,over a week ago,2019-02-18 18:07:10.497165,2019-02-18 18:38:25.931974
32,32,unknown,low,high,False,True,false,13.737252,False,low,False,TYPE_ATM TYPE_ACCOUNTING TYPE_BANK TYPE_BANK TYPE_BAKERY TYPE_BAR TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,63.552415,normal,49.815163,True,over a week ago,2019-02-18 18:17:17.723448,2019-02-18 18:18:21.275863
33,33,unknown,low,medium,True,False,false,250.148349,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,277.96715,normal,27.818801,True,within 24 hours,2019-02-18 18:24:56.744484,2019-02-18 18:29:34.711634
34,34,still,low,low,False,True,false,1797.185568,False,low,False,TYPE_BAKERY TYPE_BAR TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,3465.522094,normal,1668.336526,True,over a week ago,2019-02-18 18:48:33.585515,2019-02-18 19:46:19.107609
35,35,still,low,high,False,True,true,30.8241,False,low,False,TYPE_ART_GALLERY TYPE_BAR TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,67.347781,normal,36.523681,True,within last week,2019-02-18 19:10:47.285333,2019-02-18 19:11:54.633114
36,36,unknown,low,low,False,True,false,121.127843,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,142.313503,normal,21.18566,True,over a week ago,2019-02-18 19:34:42.471778,2019-02-18 19:37:04.785281
37,37,still,low,high,True,False,false,1006.898843,False,low,True,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1036.142553,vibrate,29.24371,False,over a week ago,2019-02-18 20:12:33.054392,2019-02-18 20:29:49.196945
38,38,still,low,medium,False,True,false,30.441367,False,low,False,TYPE_ACCOUNTING TYPE_ART_GALLERY TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,68.572289,normal,38.130922,False,within half hour,2019-02-18 20:14:59.393054,2019-02-18 20:16:07.965343
39,39,still,low,medium,False,False,true,17.050852,False,low,False,unknown,near,72.031182,normal,54.98033,False,within half hour,2019-02-18 20:15:01.919997,2019-02-18 20:16:13.951179
40,40,unknown,low,high,False,True,false,3863.670455,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,3875.392502,normal,11.722047,True,within last week,2019-02-18 20:29:31.658079,2019-02-18 21:34:07.050581
41,41,unknown,low,low,False,True,false,19.181962,False,low,True,TYPE_ATM TYPE_ACCOUNTING TYPE_BANK TYPE_BANK TYPE_BAKERY TYPE_BAR TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,57.651842,vibrate,38.46988,True,over a week ago,2019-02-18 20:51:56.963903,2019-02-18 20:52:54.615745
42,42,unknown,low,low,True,True,true,102.999799,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,129.298473,normal,26.298674,False,over a week ago,2019-02-18 21:38:40.504162,2019-02-18 21:40:49.802635
43,43,unknown,low,low,True,True,true,76.776261,False,low,False,TYPE_ACCOUNTING TYPE_ART_GALLERY TYPE_BANK TYPE_BANK TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,98.622344,normal,21.846083,True,over a week ago,2019-02-18 21:38:43.259251,2019-02-18 21:40:21.881595
44,44,unknown,low,low,True,True,true,87.427903,False,low,True,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,116.721452,normal,29.293549,True,over a week ago,2019-02-18 21:40:26.372421,2019-02-18 21:42:23.093873
45,45,unknown,low,medium,False,False,true,19.087463,False,low,False,unknown,near,800.43157,normal,781.344107,False,within half hour,2019-02-18 22:10:52.991376,2019-02-18 22:24:13.422946
46,46,unknown,low,high,True,True,false,264.410381,False,low,False,unknown,med,320.256365,normal,55.845984,True,over a week ago,2019-02-18 23:11:07.226241,2019-02-18 23:16:27.482606
47,47,unknown,low,medium,False,False,true,139.051989,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1914.728774,normal,1775.676785,True,over a week ago,2019-02-19 19:10:58.801524,2019-02-19 19:42:53.530298
48,48,unknown,low,medium,False,False,false,64.832966,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,near,730.452768,normal,665.619802,True,over a week ago,2019-02-19 20:46:21.653033,2019-02-19 20:58:32.105801
49,49,unknown,low,medium,False,False,true,16.180618,False,low,False,TYPE_ATM TYPE_BAKERY TYPE_BAR TYPE_BAKERY TYPE_BAR TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,34.230746,normal,18.050128,False,over a week ago,2019-02-19 21:12:54.038183,2019-02-19 21:13:28.268929
50,50,unknown,low,medium,False,False,false,8.741197,False,low,False,TYPE_ART_GALLERY TYPE_BAR TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,66.474817,normal,57.73362,True,over a week ago,2019-02-20 06:16:05.012563,2019-02-20 06:17:11.487380
51,51,unknown,low,low,False,False,true,249.992778,False,low,False,TYPE_BANK TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,270.520161,vibrate,20.527383,False,over a week ago,2019-02-20 07:24:56.676893,2019-02-20 07:29:27.197054
52,52,unknown,low,low,False,False,false,217.014327,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,228.259706,vibrate,11.245379,False,over a week ago,2019-02-20 07:42:03.638904,2019-02-20 07:45:51.898610
53,53,unknown,low,high,False,False,false,1454.677792,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,1485.86181,normal,31.184018,True,over a week ago,2019-02-20 07:53:22.374684,2019-02-20 08:18:08.236494
54,54,unknown,low,low,False,False,false,108.397046,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,948.843035,vibrate,840.445989,True,over a week ago,2019-02-20 08:03:56.244294,2019-02-20 08:19:45.087329
55,55,unknown,low,high,False,False,false,220.241999,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,271.031727,normal,50.789728,True,over a week ago,2019-02-20 08:52:36.670422,2019-02-20 08:57:07.702149
56,56,unknown,low,medium,False,False,false,105.826639,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,156.620463,normal,50.793824,True,over a week ago,2019-02-20 09:00:30.304011,2019-02-20 09:03:06.924474
57,57,unknown,low,medium,False,False,false,184.485563,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,243.689625,normal,59.204062,True,over a week ago,2019-02-20 09:22:50.409418,2019-02-20 09:26:54.099043
58,58,unknown,low,medium,False,False,false,21556.641631,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,22511.006684,vibrate,954.365053,True,over a week ago,2019-02-20 09:35:45.649255,2019-02-20 15:50:56.655939
59,59,unknown,low,low,False,False,true,30.916224,False,low,False,TYPE_ATM TYPE_BAKERY TYPE_BAR TYPE_BAKERY TYPE_BAR TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,44.039197,vibrate,13.122973,True,over a week ago,2019-02-20 10:42:26.897353,2019-02-20 10:43:10.936550
60,60,unknown,low,medium,False,False,true,220.81998,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,226.812696,normal,5.992716,True,over a week ago,2019-02-20 10:42:57.766099,2019-02-20 10:46:44.578795
61,61,unknown,low,low,False,False,false,104.233167,False,low,False,TYPE_ART_GALLERY TYPE_BAR TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,114.209205,vibrate,9.976038,False,within half hour,2019-02-20 10:48:53.711538,2019-02-20 10:50:47.920743
62,62,unknown,low,medium,False,False,false,17.754119,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,54.257686,vibrate,36.503567,True,over a week ago,2019-02-20 10:52:37.396626,2019-02-20 10:53:31.654312
63,63,unknown,low,medium,False,False,false,15.296932,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,near,52.196162,vibrate,36.89923,True,over a week ago,2019-02-20 10:57:45.886656,2019-02-20 10:58:38.082818
64,64,unknown,low,medium,False,False,true,32.082256,False,low,False,TYPE_ATM TYPE_BAKERY TYPE_BAR TYPE_BAKERY TYPE_BAR TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,57.724328,vibrate,25.642072,True,over a week ago,2019-02-20 11:01:19.848231,2019-02-20 11:02:17.572559
65,65,unknown,low,medium,False,False,false,21.569024,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,45.789411,vibrate,24.220387,True,over a week ago,2019-02-20 11:03:02.632560,2019-02-20 11:03:48.421971
66,66,unknown,low,low,False,False,true,247.208442,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,266.068242,vibrate,18.8598,True,over a week ago,2019-02-20 11:10:50.039121,2019-02-20 11:15:16.107363
67,67,unknown,medium,high,False,False,false,1574.829315,False,low,False,TYPE_AQUARIUM TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_BANK TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,1615.593749,vibrate,40.764434,True,over a week ago,2019-02-20 11:31:16.369055,2019-02-20 11:58:11.962804
68,68,unknown,low,medium,False,False,false,40.098099,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,76.125785,vibrate,36.027686,True,over a week ago,2019-02-20 11:31:36.392066,2019-02-20 11:32:52.517851
69,69,unknown,low,medium,False,False,false,211.083441,False,low,False,TYPE_AIRPORT TYPE_BAR TYPE_AQUARIUM TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_AIRPORT TYPE_AQUARIUM TYPE_BAR TYPE_BANK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,534.190526,normal,323.107085,True,over a week ago,2019-02-20 12:06:09.699830,2019-02-20 12:15:03.890356
70,70,unknown,low,medium,False,True,true,112.863068,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,171.684765,normal,58.821697,False,over a week ago,2019-02-20 12:10:28.402017,2019-02-20 12:13:20.086782
71,71,unknown,low,medium,False,False,true,34434.21636,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,35540.454807,normal,1106.238447,True,over a week ago,2019-02-20 13:38:31.947941,2019-02-20 23:30:52.402748
72,72,unknown,low,medium,False,False,false,290.557001,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,near,324.69489,vibrate,34.137889,True,over a week ago,2019-02-20 13:58:38.695730,2019-02-20 14:04:03.390620
73,73,unknown,low,medium,False,False,true,37.937457,False,low,False,TYPE_ATM TYPE_BAKERY TYPE_BAR TYPE_BAKERY TYPE_BAR TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,near,70.595533,normal,32.658076,True,over a week ago,2019-02-20 14:01:01.633436,2019-02-20 14:02:12.228969
74,74,unknown,low,medium,False,True,false,388.560003,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1027.724705,normal,639.164702,True,over a week ago,2019-02-20 14:36:11.734930,2019-02-20 14:53:19.459635
75,75,unknown,low,low,False,False,false,265.311744,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,279.559535,vibrate,14.247791,True,over a week ago,2019-02-20 14:46:53.994209,2019-02-20 14:51:33.553744
76,76,still,low,medium,False,True,true,62.0596,False,low,False,TYPE_ACCOUNTING TYPE_ART_GALLERY TYPE_BANK TYPE_BANK TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,110.383029,normal,48.323429,True,over a week ago,2019-02-20 14:55:29.628160,2019-02-20 14:57:20.011189
77,77,unknown,low,low,False,True,false,96.547238,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,98.051719,vibrate,1.504481,False,over a week ago,2019-02-20 15:04:35.019257,2019-02-20 15:06:13.070976
78,78,unknown,low,low,False,False,false,238.07237,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,290.823179,vibrate,52.750809,False,over a week ago,2019-02-20 15:08:42.868267,2019-02-20 15:13:33.691446
79,79,unknown,low,low,False,False,true,40.513492,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,47.097091,normal,6.583599,True,over a week ago,2019-02-20 15:13:08.091238,2019-02-20 15:13:55.188329
80,80,unknown,low,medium,False,True,false,189.563009,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1077.243451,normal,887.680442,True,over a week ago,2019-02-20 15:48:14.668750,2019-02-20 16:06:11.912201
81,81,unknown,low,low,False,False,true,46.664599,False,low,False,TYPE_ACCOUNTING TYPE_ART_GALLERY TYPE_AMUSEMENT_PARK TYPE_BANK TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,78.024415,vibrate,31.359816,False,within half hour,2019-02-20 15:51:29.632876,2019-02-20 15:52:47.657291
82,82,unknown,low,medium,False,True,false,547.052068,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,near,1271.267401,normal,724.215333,True,over a week ago,2019-02-20 16:08:03.809237,2019-02-20 16:29:15.076638
83,83,unknown,low,low,False,False,false,156.612093,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,201.54815,vibrate,44.936057,True,over a week ago,2019-02-20 16:15:10.279274,2019-02-20 16:18:31.827424
84,84,unknown,low,medium,False,False,false,244.293044,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1218.571697,vibrate,974.278653,True,over a week ago,2019-02-20 16:44:36.289394,2019-02-20 17:04:54.861091
85,85,unknown,low,high,False,False,false,1571.067566,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1615.388718,normal,44.321152,True,over a week ago,2019-02-20 17:18:15.146525,2019-02-20 17:45:10.535243
86,86,unknown,low,high,False,False,false,1145.496973,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1173.863898,vibrate,28.366925,True,over a week ago,2019-02-20 17:25:35.078415,2019-02-20 17:45:08.942313
87,87,unknown,low,high,False,True,false,111.123586,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,138.670458,normal,27.546872,True,over a week ago,2019-02-20 17:28:41.723161,2019-02-20 17:31:00.393619
