,id,activity,noise,batteryLevel,charging,contactSignificantContext,contactSignificantOverall,decisionTime,headphonesIn,lightIntensity,musicActive,place,proximity,responseTime,ringerMode,seenTime,action,timeAppLastUsed,postDate,removedDate
14,14,unknown,low,medium,False,unknown,unknown,92.292113,False,low,False,unknown,med,774.334383,vibrate,682.04227,False,over a week ago,2019-02-18 11:31:09.241399,2019-02-18 11:44:03.575782
15,15,unknown,low,medium,False,unknown,unknown,295.62329,False,low,False,unknown,med,342.53094,normal,46.90765,False,within hour,2019-02-18 11:35:27.597480,2019-02-18 11:41:10.128420
16,16,unknown,low,medium,False,unknown,unknown,145.081749,False,low,False,unknown,med,199.861304,vibrate,54.779555,False,over a week ago,2019-02-18 11:39:26.744931,2019-02-18 11:42:46.606235
17,17,unknown,low,medium,False,unknown,unknown,132.097693,False,low,False,unknown,near,715.053802,vibrate,582.956109,False,within hour,2019-02-18 12:21:52.007898,2019-02-18 12:33:47.061700
18,18,unknown,low,medium,False,false,unknown,293.77909,False,low,False,unknown,near,1073.635433,vibrate,779.856343,False,over a week ago,2019-02-18 12:54:43.550865,2019-02-18 13:12:37.186298
19,19,unknown,low,medium,True,false,unknown,7702.39328,False,low,False,unknown,med,7719.531881,vibrate,17.138601,False,over a week ago,2019-02-18 12:58:26.782610,2019-02-18 15:07:06.314491
20,20,unknown,low,medium,False,unknown,unknown,180.747654,False,low,False,unknown,med,909.090618,vibrate,728.342964,False,over a week ago,2019-02-18 14:37:15.726516,2019-02-18 14:52:24.817134
21,21,unknown,low,high,False,unknown,unknown,532.936869,False,low,False,unknown,med,534.095165,vibrate,1.158296,False,within hour,2019-02-18 15:00:42.393975,2019-02-18 15:09:36.489140
22,22,unknown,low,high,False,unknown,unknown,125.177282,False,low,False,unknown,med,1322.179319,vibrate,1197.002037,False,within hour,2019-02-18 15:08:27.321317,2019-02-18 15:30:29.500636
23,23,unknown,low,medium,False,unknown,unknown,209.211716,False,low,False,unknown,near,228.21732,vibrate,19.005604,False,few hours,2019-02-18 15:20:10.868030,2019-02-18 15:23:59.085350
24,24,unknown,low,low,False,false,unknown,245.856017,False,low,False,unknown,near,1118.603539,vibrate,872.747522,False,within last week,2019-02-18 17:36:40.752824,2019-02-18 17:55:19.356363
25,25,unknown,low,low,False,false,unknown,262.532314,False,low,False,unknown,med,283.713312,vibrate,21.180998,True,within half hour,2019-02-18 18:12:38.828073,2019-02-18 18:17:22.541385
26,26,unknown,low,medium,False,unknown,unknown,2218.824443,False,low,False,unknown,near,2272.002144,vibrate,53.177701,False,within hour,2019-02-18 18:24:56.925039,2019-02-18 19:02:48.927183
27,27,unknown,low,medium,False,false,unknown,234.783148,False,low,False,unknown,med,1163.145442,vibrate,928.362294,False,over a week ago,2019-02-18 18:25:58.663787,2019-02-18 18:45:21.809229
28,28,unknown,low,high,False,unknown,unknown,1027.617354,False,low,False,unknown,med,1082.26618,vibrate,54.648826,False,within last week,2019-02-18 18:33:15.922492,2019-02-18 18:51:18.188672
29,29,unknown,low,high,False,unknown,unknown,239.750076,False,low,False,unknown,med,1133.670135,vibrate,893.920059,True,within last week,2019-02-18 19:06:11.754629,2019-02-18 19:25:05.424764
30,30,unknown,low,medium,False,false,unknown,219.347434,False,low,False,unknown,near,67617.153099,vibrate,67397.805665,True,within last week,2019-02-18 19:23:50.383898,2019-02-19 14:10:47.536997
31,31,unknown,low,medium,False,false,unknown,94.116562,False,low,False,unknown,near,99.197806,vibrate,5.081244,True,within last week,2019-02-18 19:46:38.144963,2019-02-18 19:48:17.342769
32,32,unknown,low,high,False,unknown,unknown,262.251681,False,low,False,unknown,med,309.966277,vibrate,47.714596,True,within last week,2019-02-18 19:50:39.414638,2019-02-18 19:55:49.380915
33,33,unknown,low,high,False,false,unknown,205.484408,False,low,False,unknown,near,217.207402,normal,11.722994,False,within last week,2019-02-18 20:12:56.102237,2019-02-18 20:16:33.309639
34,34,unknown,low,medium,False,false,unknown,274.629249,False,low,False,unknown,med,1743.133915,vibrate,1468.504666,False,over a week ago,2019-02-18 20:16:19.147294,2019-02-18 20:45:22.281209
35,35,unknown,low,medium,False,false,unknown,257.978871,False,low,False,unknown,med,1142.654305,vibrate,884.675434,True,over a week ago,2019-02-18 20:54:55.246387,2019-02-18 21:13:57.900692
36,36,unknown,low,low,False,false,unknown,205.913066,False,low,False,unknown,med,223.278954,vibrate,17.365888,True,within 24 hours,2019-02-18 20:55:15.407244,2019-02-18 20:58:58.686198
37,37,unknown,low,medium,False,unknown,unknown,143.450055,False,low,False,unknown,med,203.345659,vibrate,59.895604,False,over a week ago,2019-02-19 03:37:49.074366,2019-02-19 03:41:12.420025
38,38,unknown,low,medium,False,unknown,unknown,132.000524,False,low,False,unknown,med,181.415774,vibrate,49.41525,False,over a week ago,2019-02-19 05:55:33.008680,2019-02-19 05:58:34.424454
39,39,unknown,low,high,False,unknown,unknown,260.021379,False,low,False,unknown,med,1975.10837,vibrate,1715.086991,True,over a week ago,2019-02-19 08:01:45.519133,2019-02-19 08:34:40.627503
40,40,unknown,low,medium,False,false,unknown,38.051296,False,low,False,unknown,med,59.527136,vibrate,21.47584,False,over a week ago,2019-02-19 08:24:58.537207,2019-02-19 08:25:58.064343
41,41,unknown,low,medium,False,false,unknown,247.605285,False,low,False,unknown,near,301.474148,vibrate,53.868863,True,over a week ago,2019-02-19 08:31:57.107646,2019-02-19 08:36:58.581794
42,42,unknown,low,medium,False,unknown,unknown,2672.889952,False,low,False,unknown,med,2699.042333,vibrate,26.152381,False,over a week ago,2019-02-19 08:43:29.748249,2019-02-19 09:28:28.790582
43,43,unknown,low,high,False,unknown,unknown,292.928715,False,low,False,unknown,med,309.88515,vibrate,16.956435,True,over a week ago,2019-02-19 08:49:32.797884,2019-02-19 08:54:42.683034
44,44,unknown,low,medium,False,false,unknown,283.507412,False,low,False,unknown,med,298.545305,normal,15.037893,False,within 24 hours,2019-02-19 09:30:14.257499,2019-02-19 09:35:12.802804
45,45,unknown,low,medium,False,unknown,unknown,270.870167,False,low,False,unknown,near,285.663038,vibrate,14.792871,False,few hours,2019-02-19 10:26:27.058006,2019-02-19 10:31:12.721044
46,46,unknown,low,medium,False,false,unknown,2596.497222,False,low,False,unknown,med,2632.574053,vibrate,36.076831,False,within 24 hours,2019-02-19 11:02:00.016183,2019-02-19 11:45:52.590236
47,47,unknown,low,medium,False,unknown,unknown,160.6311,False,low,False,unknown,med,190.995378,vibrate,30.364278,False,over a week ago,2019-02-19 12:14:26.409458,2019-02-19 12:17:37.404836
48,48,unknown,low,medium,False,unknown,unknown,163.206537,False,low,False,unknown,near,205.846149,vibrate,42.639612,False,within 24 hours,2019-02-19 12:47:26.384993,2019-02-19 12:50:52.231142
49,49,unknown,low,medium,False,false,unknown,246.519218,False,low,False,unknown,med,297.670276,vibrate,51.151058,True,over a week ago,2019-02-19 12:54:56.229698,2019-02-19 12:59:53.899974
50,50,unknown,low,medium,False,unknown,unknown,223.634319,False,low,False,unknown,med,271.958331,vibrate,48.324012,False,within hour,2019-02-19 13:05:46.929932,2019-02-19 13:10:18.888263
51,51,unknown,low,medium,False,unknown,unknown,105.605369,False,low,False,unknown,med,157.579273,vibrate,51.973904,True,over a week ago,2019-02-19 14:13:34.821923,2019-02-19 14:16:12.401196
52,52,unknown,low,medium,False,unknown,unknown,95.000598,False,low,False,unknown,med,147.520242,vibrate,52.519644,False,within hour,2019-02-19 15:20:57.152358,2019-02-19 15:23:24.672600
53,53,unknown,low,high,False,unknown,unknown,296.616067,False,low,False,unknown,med,305.635235,vibrate,9.019168,True,within half hour,2019-02-19 15:23:07.101956,2019-02-19 15:28:12.737191
54,54,unknown,low,high,False,unknown,unknown,257.582174,False,low,False,unknown,med,1617.702505,vibrate,1360.120331,True,over a week ago,2019-02-19 16:25:02.112654,2019-02-19 16:51:59.815159
55,55,unknown,low,medium,False,unknown,unknown,184.316873,False,low,False,unknown,near,203.650812,vibrate,19.333939,False,over a week ago,2019-02-19 16:43:04.118040,2019-02-19 16:46:27.768852
56,56,unknown,low,medium,False,false,unknown,137.413779,False,low,False,unknown,med,155.159976,vibrate,17.746197,True,over a week ago,2019-02-19 17:12:39.841003,2019-02-19 17:15:15.000979
57,57,unknown,low,medium,False,false,unknown,3471.685177,False,low,False,unknown,med,3482.548966,normal,10.863789,False,within hour,2019-02-19 17:17:00.430541,2019-02-19 18:15:02.979507
58,58,unknown,low,high,False,unknown,false,270.354384,False,low,False,unknown,med,282.884984,vibrate,12.5306,True,within half hour,2019-02-19 18:29:56.733756,2019-02-19 18:34:39.618740
59,59,unknown,low,medium,True,unknown,unknown,943.104868,False,low,False,unknown,med,2284.635008,vibrate,1341.53014,False,few hours,2019-02-19 18:40:57.096494,2019-02-19 19:19:01.731502
60,60,unknown,low,low,False,false,unknown,6213.624461,False,low,False,unknown,med,6227.51671,vibrate,13.892249,True,within 24 hours,2019-02-19 18:45:36.277911,2019-02-19 20:29:23.794621
61,61,unknown,low,high,False,unknown,unknown,5303.521368,False,low,False,unknown,med,6555.728283,vibrate,1252.206915,True,over a week ago,2019-02-19 19:21:39.903444,2019-02-19 21:10:55.631727
62,62,unknown,low,medium,False,unknown,unknown,1566.949435,False,low,False,unknown,med,3192.019728,vibrate,1625.070293,True,over a week ago,2019-02-19 19:26:30.649612,2019-02-19 20:19:42.669340
63,63,unknown,low,high,False,unknown,unknown,1760.495738,False,low,False,unknown,med,1767.817252,vibrate,7.321514,True,within 24 hours,2019-02-19 19:28:07.013461,2019-02-19 19:57:34.830713
64,64,unknown,low,high,False,unknown,false,223.173051,False,low,False,unknown,med,249.185294,vibrate,26.012243,True,few hours,2019-02-19 19:46:14.347909,2019-02-19 19:50:23.533203
65,65,unknown,low,low,False,false,unknown,122.105116,False,low,False,unknown,med,132.473203,vibrate,10.368087,True,over a week ago,2019-02-19 19:55:50.990106,2019-02-19 19:58:03.463309
66,66,unknown,low,high,False,unknown,unknown,317.577244,False,low,False,unknown,med,338.612625,vibrate,21.035381,True,within last week,2019-02-19 20:45:40.919363,2019-02-19 20:51:19.531988
67,67,unknown,low,medium,False,unknown,unknown,92.192245,False,low,False,unknown,near,143.144969,vibrate,50.952724,True,over a week ago,2019-02-19 20:56:22.468640,2019-02-19 20:58:45.613609
68,68,unknown,low,medium,False,unknown,unknown,2431.225097,False,low,False,unknown,med,2449.834681,vibrate,18.609584,False,within hour,2019-02-20 08:16:36.957974,2019-02-20 08:57:26.792655
69,69,unknown,low,medium,False,unknown,unknown,447.102024,False,low,False,unknown,med,480.060663,vibrate,32.958639,False,within 24 hours,2019-02-20 09:19:32.843101,2019-02-20 09:27:32.903764
70,70,unknown,low,medium,False,unknown,unknown,126.638594,False,low,False,unknown,med,181.779184,vibrate,55.14059,False,over a week ago,2019-02-20 12:15:26.476861,2019-02-20 12:18:28.256045
71,71,unknown,low,medium,False,unknown,unknown,251.621897,False,low,False,unknown,med,254.186333,vibrate,2.564436,False,within hour,2019-02-20 12:31:22.711896,2019-02-20 12:35:36.898229
72,72,unknown,low,medium,False,unknown,unknown,243.076386,False,low,False,unknown,med,251.633293,vibrate,8.556907,False,within hour,2019-02-20 12:36:38.488115,2019-02-20 12:40:50.121408
73,73,unknown,low,medium,False,unknown,unknown,226.647973,False,low,False,unknown,med,230.380459,vibrate,3.732486,False,within hour,2019-02-20 13:10:04.094861,2019-02-20 13:13:54.475320
74,74,unknown,low,medium,False,unknown,unknown,294.135593,False,low,False,unknown,med,341.071176,vibrate,46.935583,False,over a week ago,2019-02-20 15:07:26.731408,2019-02-20 15:13:07.802584
75,75,unknown,low,high,False,unknown,unknown,259.481113,False,low,False,unknown,med,296.190759,vibrate,36.709646,False,few hours,2019-02-20 15:52:19.853414,2019-02-20 15:57:16.044173
76,76,unknown,low,high,False,unknown,unknown,1448.098622,False,low,False,unknown,med,1478.745618,vibrate,30.646996,False,within hour,2019-02-20 16:07:19.441234,2019-02-20 16:31:58.186852
77,77,unknown,low,medium,False,unknown,unknown,1774.422484,False,low,False,unknown,med,3349.678011,vibrate,1575.255527,True,over a week ago,2019-02-20 16:07:46.237080,2019-02-20 17:03:35.915091
78,78,unknown,low,medium,False,unknown,unknown,1478.692662,False,low,False,unknown,med,1519.983605,vibrate,41.290943,True,over a week ago,2019-02-20 16:30:20.435898,2019-02-20 16:55:40.419503
79,79,unknown,low,medium,False,unknown,unknown,135.31644,False,low,False,unknown,med,183.525931,vibrate,48.209491,False,within half hour,2019-02-20 16:37:10.583982,2019-02-20 16:40:14.109913
80,80,unknown,low,medium,False,unknown,unknown,554.104642,False,low,False,unknown,med,593.960278,vibrate,39.855636,True,over a week ago,2019-02-20 17:44:31.946442,2019-02-20 17:54:25.906720
81,81,unknown,low,high,False,unknown,unknown,86.123803,False,low,False,unknown,med,1638.777908,normal,1552.654105,True,within half hour,2019-02-20 17:59:23.074616,2019-02-20 18:26:41.852524
82,82,unknown,low,high,False,unknown,unknown,1551.225286,False,low,False,unknown,med,1608.917807,vibrate,57.692521,True,over a week ago,2019-02-20 18:06:47.232721,2019-02-20 18:33:36.150528
83,83,unknown,low,high,False,unknown,unknown,269.1505,False,low,False,unknown,med,283.099811,vibrate,13.949311,True,over a week ago,2019-02-20 18:46:05.721636,2019-02-20 18:50:48.821447
84,84,unknown,low,high,False,unknown,unknown,337.881693,False,low,False,unknown,med,1086.256307,vibrate,748.374614,True,over a week ago,2019-02-20 18:53:36.879220,2019-02-20 19:11:43.135527
85,85,unknown,low,high,False,false,unknown,24.73141,False,low,False,unknown,med,67.096571,normal,42.365161,False,within 24 hours,2019-02-20 19:58:56.579043,2019-02-20 20:00:03.675614
86,86,unknown,low,low,False,false,unknown,8.369188,False,low,False,unknown,med,8.699025,vibrate,0.329837,True,over a week ago,2019-02-20 20:09:21.214647,2019-02-20 20:09:29.913672
87,87,unknown,low,medium,False,unknown,unknown,1542.565584,False,low,False,unknown,med,1601.026458,vibrate,58.460874,False,over a week ago,2019-02-21 05:47:08.964072,2019-02-21 06:13:49.990530
88,88,unknown,low,high,False,unknown,unknown,1459.078863,False,low,False,unknown,med,1478.908113,vibrate,19.82925,True,over a week ago,2019-02-21 07:34:18.207720,2019-02-21 07:58:57.115833
89,89,unknown,low,medium,False,unknown,unknown,1265.485922,False,low,False,unknown,med,1300.949907,vibrate,35.463985,False,over a week ago,2019-02-21 08:11:28.608464,2019-02-21 08:33:09.558371
90,90,unknown,low,medium,False,unknown,unknown,1086.0028,False,low,False,unknown,med,1137.420242,vibrate,51.417442,True,over a week ago,2019-02-21 09:22:05.009304,2019-02-21 09:41:02.429546
91,91,unknown,low,medium,False,unknown,unknown,136.656272,False,low,False,unknown,med,147.765914,vibrate,11.109642,False,over a week ago,2019-02-21 10:17:44.523538,2019-02-21 10:20:12.289452
92,92,unknown,low,medium,False,unknown,unknown,1035.707259,False,low,False,unknown,med,1042.80138,vibrate,7.094121,True,over a week ago,2019-02-21 10:18:14.086753,2019-02-21 10:35:36.888133
93,93,unknown,low,medium,False,unknown,unknown,1453.650555,False,low,False,unknown,med,1499.318031,vibrate,45.667476,False,over a week ago,2019-02-21 10:49:38.581287,2019-02-21 11:14:37.899318
94,94,unknown,low,medium,False,unknown,unknown,1284.202567,False,low,False,unknown,med,1291.503138,vibrate,7.300571,False,over a week ago,2019-02-21 10:58:27.681791,2019-02-21 11:19:59.184929
95,95,unknown,low,medium,False,unknown,unknown,123.217869,False,low,False,unknown,med,168.115961,vibrate,44.898092,False,over a week ago,2019-02-21 11:38:11.460444,2019-02-21 11:40:59.576405
96,96,unknown,low,medium,False,unknown,unknown,55.308262,False,low,False,unknown,med,65.055404,vibrate,9.747142,False,over a week ago,2019-02-21 12:37:59.397222,2019-02-21 12:39:04.452626
97,97,unknown,low,medium,False,unknown,unknown,3275.204065,False,low,False,unknown,med,3283.547393,vibrate,8.343328,False,over a week ago,2019-02-21 12:42:42.018529,2019-02-21 13:37:25.565922
98,98,unknown,low,medium,False,unknown,false,680.825439,False,low,False,unknown,med,690.504645,vibrate,9.679206,True,over a week ago,2019-02-21 12:45:06.773998,2019-02-21 12:56:37.278643
99,99,unknown,low,medium,False,unknown,unknown,287.170489,False,low,False,unknown,med,298.618167,vibrate,11.447678,False,over a week ago,2019-02-21 13:31:50.086049,2019-02-21 13:36:48.704216
100,100,unknown,low,medium,False,unknown,unknown,1254.362293,False,low,False,unknown,med,1263.959282,vibrate,9.596989,False,over a week ago,2019-02-21 13:51:25.648245,2019-02-21 14:12:29.607527
101,101,unknown,low,high,False,false,unknown,138.534932,False,low,False,unknown,med,141.083621,vibrate,2.548689,True,over a week ago,2019-02-21 13:56:38.532680,2019-02-21 13:58:59.616301
102,102,unknown,low,medium,False,unknown,unknown,25.230121,False,low,False,unknown,med,38.899185,vibrate,13.669064,True,over a week ago,2019-02-21 14:08:40.876049,2019-02-21 14:09:19.775234
103,103,unknown,low,medium,False,unknown,unknown,1025.937719,False,low,False,unknown,med,1058.7449,vibrate,32.807181,True,over a week ago,2019-02-21 14:46:29.069202,2019-02-21 15:04:07.814102
104,104,unknown,low,medium,False,unknown,unknown,185.367449,False,low,False,unknown,med,197.667105,vibrate,12.299656,True,over a week ago,2019-02-21 15:08:01.979259,2019-02-21 15:11:19.646364
105,105,unknown,low,medium,False,unknown,unknown,711.69461,False,low,False,unknown,med,768.065681,vibrate,56.371071,False,over a week ago,2019-02-21 15:24:29.313012,2019-02-21 15:37:17.378693
106,106,unknown,low,medium,False,unknown,unknown,1570.880072,False,low,False,unknown,med,1622.303269,vibrate,51.423197,False,within hour,2019-02-21 16:44:48.205806,2019-02-21 17:11:50.509075
107,107,unknown,low,high,False,unknown,unknown,688.321186,False,low,False,unknown,med,691.682151,vibrate,3.360965,True,over a week ago,2019-02-21 17:00:45.718749,2019-02-21 17:12:17.400900
108,108,unknown,low,medium,False,unknown,unknown,40.013408,False,low,False,unknown,med,97.876498,vibrate,57.86309,True,over a week ago,2019-02-21 17:02:36.418562,2019-02-21 17:04:14.295060
109,109,unknown,low,medium,False,unknown,false,16.443874,False,low,False,unknown,med,24.630071,vibrate,8.186197,True,over a week ago,2019-02-21 17:29:51.611068,2019-02-21 17:30:16.241139
110,110,unknown,low,medium,False,unknown,unknown,1000.897045,False,low,False,unknown,med,1005.617397,vibrate,4.720352,True,within 24 hours,2019-02-21 17:52:56.147570,2019-02-21 18:09:41.764967
111,111,unknown,low,high,False,unknown,unknown,930.819226,False,low,False,unknown,med,966.834437,vibrate,36.015211,False,within half hour,2019-02-21 18:14:25.099764,2019-02-21 18:30:31.934201
112,112,unknown,low,medium,False,false,unknown,46.129545,False,low,False,unknown,med,104.341689,vibrate,58.212144,True,over a week ago,2019-02-21 18:16:49.783469,2019-02-21 18:18:34.125158
113,113,unknown,low,medium,False,unknown,unknown,29.39961,False,low,False,unknown,med,80.068617,vibrate,50.669007,True,over a week ago,2019-02-21 18:20:11.611233,2019-02-21 18:21:31.679850
114,114,unknown,low,medium,False,unknown,unknown,679.18212,False,low,False,unknown,med,726.669631,vibrate,47.487511,True,over a week ago,2019-02-21 18:37:52.095028,2019-02-21 18:49:58.764659
115,115,unknown,low,high,False,false,unknown,24.73697,False,low,False,unknown,med,32.061206,vibrate,7.324236,True,over a week ago,2019-02-21 19:04:53.508023,2019-02-21 19:05:25.569229
116,116,unknown,low,medium,False,unknown,unknown,57.84727,False,low,False,unknown,med,89.739717,vibrate,31.892447,True,over a week ago,2019-02-21 20:39:16.918902,2019-02-21 20:40:46.658619
117,117,unknown,low,high,False,unknown,unknown,201.447238,False,low,False,unknown,med,245.760535,vibrate,44.313297,True,over a week ago,2019-02-21 20:54:33.140805,2019-02-21 20:58:38.901340
118,118,unknown,low,medium,False,unknown,unknown,456.979574,False,low,False,unknown,med,463.16673,vibrate,6.187156,False,over a week ago,2019-02-22 06:05:48.792468,2019-02-22 06:13:31.959198
119,119,unknown,low,medium,False,unknown,unknown,87.664293,False,low,False,unknown,med,90.39639,vibrate,2.732097,True,over a week ago,2019-02-22 06:21:28.443853,2019-02-22 06:22:58.840243
120,120,unknown,low,high,False,unknown,unknown,98.843837,False,low,False,unknown,med,126.626486,vibrate,27.782649,False,over a week ago,2019-02-22 06:58:28.640461,2019-02-22 07:00:35.266947
121,121,unknown,low,medium,False,unknown,unknown,285.271861,False,low,False,unknown,med,328.723774,vibrate,43.451913,True,over a week ago,2019-02-22 07:01:14.221194,2019-02-22 07:06:42.944968
122,122,unknown,low,medium,False,unknown,unknown,1112.76525,False,low,False,unknown,med,1165.889663,vibrate,53.124413,False,over a week ago,2019-02-22 08:49:08.140859,2019-02-22 09:08:34.030522
123,123,unknown,low,medium,False,unknown,unknown,96.460611,False,low,False,unknown,med,144.778333,vibrate,48.317722,True,over a week ago,2019-02-22 10:30:38.261028,2019-02-22 10:33:03.039361
124,124,unknown,low,medium,False,unknown,unknown,160.45716,False,low,False,unknown,med,161.534381,vibrate,1.077221,True,over a week ago,2019-02-22 11:06:18.832677,2019-02-22 11:09:00.367058
125,125,unknown,low,medium,False,unknown,unknown,38.060391,False,low,False,unknown,med,86.349874,vibrate,48.289483,False,within 24 hours,2019-02-22 11:33:55.584226,2019-02-22 11:35:21.934100
126,126,unknown,low,medium,False,false,unknown,11.060372,False,low,False,unknown,med,51.821969,normal,40.761597,True,over a week ago,2019-02-22 12:00:08.435627,2019-02-22 12:01:00.257596
127,127,unknown,low,medium,False,unknown,unknown,148.694983,False,low,False,unknown,med,182.324413,vibrate,33.62943,True,over a week ago,2019-02-22 12:27:13.084800,2019-02-22 12:30:15.409213
128,128,unknown,low,high,False,unknown,unknown,8.220618,False,low,False,unknown,med,42.998855,vibrate,34.778237,True,over a week ago,2019-02-22 12:28:34.329420,2019-02-22 12:29:17.328275
129,129,unknown,low,medium,False,unknown,unknown,159.284109,False,low,False,unknown,med,189.992695,vibrate,30.708586,True,over a week ago,2019-02-22 12:34:48.168410,2019-02-22 12:37:58.161105
130,130,unknown,low,medium,False,unknown,unknown,45.248852,False,low,False,unknown,med,77.275301,vibrate,32.026449,True,over a week ago,2019-02-22 12:38:42.236346,2019-02-22 12:39:59.511647
131,131,unknown,low,medium,False,unknown,unknown,33.474862,False,low,False,unknown,med,79.03915,vibrate,45.564288,True,over a week ago,2019-02-22 13:02:56.627550,2019-02-22 13:04:15.666700
132,132,unknown,low,medium,False,unknown,unknown,1371.419649,False,low,False,unknown,med,1376.051202,vibrate,4.631553,False,over a week ago,2019-02-22 13:04:10.741920,2019-02-22 13:27:06.793122
133,133,unknown,low,medium,False,unknown,unknown,516.274597,False,low,False,unknown,med,557.493971,vibrate,41.219374,True,over a week ago,2019-02-22 13:09:35.776675,2019-02-22 13:18:53.270646
134,134,unknown,low,medium,False,unknown,unknown,1753.450665,False,low,False,unknown,med,1771.097905,vibrate,17.64724,False,over a week ago,2019-02-22 13:15:28.690495,2019-02-22 13:44:59.788400
135,135,unknown,low,medium,False,unknown,unknown,1310.044422,False,low,False,unknown,med,1313.223803,vibrate,3.179381,False,over a week ago,2019-02-22 13:16:56.881659,2019-02-22 13:38:50.105462
136,136,unknown,low,high,False,unknown,unknown,15.392289,False,low,False,unknown,med,47.7395,vibrate,32.347211,True,over a week ago,2019-02-22 13:38:20.081549,2019-02-22 13:39:07.821049
137,137,unknown,low,medium,False,unknown,unknown,1395.59968,False,low,False,unknown,med,1400.936555,vibrate,5.336875,True,over a week ago,2019-02-22 13:47:48.198830,2019-02-22 14:11:09.135385
138,138,unknown,low,high,False,unknown,unknown,346.855237,False,low,False,unknown,med,356.635763,vibrate,9.780526,True,over a week ago,2019-02-22 13:47:52.648864,2019-02-22 13:53:49.284627
139,139,unknown,low,medium,False,unknown,unknown,1766.735032,False,low,False,unknown,med,1802.560976,vibrate,35.825944,True,over a week ago,2019-02-22 14:19:06.940085,2019-02-22 14:49:09.501061
140,140,unknown,low,medium,False,unknown,unknown,822.408529,False,low,False,unknown,med,829.750492,vibrate,7.341963,True,over a week ago,2019-02-22 14:30:20.645800,2019-02-22 14:44:10.396292
141,141,unknown,low,medium,False,unknown,unknown,88.15071,False,low,False,unknown,med,123.170746,vibrate,35.020036,False,within hour,2019-02-22 14:43:16.506227,2019-02-22 14:45:19.676973
142,142,unknown,low,medium,False,unknown,unknown,71.716609,False,low,False,unknown,med,129.788943,vibrate,58.072334,False,over a week ago,2019-02-22 15:22:11.934250,2019-02-22 15:24:21.723193
143,143,unknown,low,medium,False,unknown,unknown,344.493374,False,low,False,unknown,med,347.368606,vibrate,2.875232,True,over a week ago,2019-02-22 15:26:06.072508,2019-02-22 15:31:53.441114
144,144,unknown,low,medium,False,unknown,unknown,268.108396,False,low,False,unknown,med,288.085024,vibrate,19.976628,False,over a week ago,2019-02-22 15:29:01.014790,2019-02-22 15:33:49.099814
145,145,unknown,low,medium,False,unknown,unknown,240.041653,False,low,False,unknown,med,248.520581,vibrate,8.478928,False,within hour,2019-02-22 15:30:56.108923,2019-02-22 15:35:04.629504
