,id,activity,noise,batteryLevel,charging,contactSignificantContext,contactSignificantOverall,decisionTime,headphonesIn,lightIntensity,musicActive,place,proximity,responseTime,ringerMode,seenTime,action,timeAppLastUsed,postDate,removedDate
10,10,still,low,high,False,False,False,800.315784,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,2387.21799,vibrate,1586.902206,False,within last week,2019-02-18 08:02:34.003678,2019-02-18 08:42:21.221668
11,11,still,low,low,False,False,False,617.436188,False,low,False,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,640.890341,vibrate,23.454153,True,within hour,2019-02-18 08:15:12.432309,2019-02-18 08:25:53.322650
12,12,still,low,high,False,False,False,1050.545111,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1426.090142,vibrate,375.545031,True,over a week ago,2019-02-18 08:20:17.217958,2019-02-18 08:44:03.308100
13,13,still,low,high,False,False,False,230.081218,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3488.696937,vibrate,3258.615719,True,over a week ago,2019-02-18 08:33:42.038845,2019-02-18 09:31:50.735782
14,14,still,low,high,False,False,False,660.870327,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,2626.021713,vibrate,1965.151386,False,over a week ago,2019-02-18 08:36:13.776439,2019-02-18 09:19:59.798152
15,15,still,low,high,True,False,False,160.141831,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1828.494167,vibrate,1668.352336,True,within 24 hours,2019-02-18 08:47:45.585619,2019-02-18 09:18:14.079786
16,16,still,low,high,False,False,False,1091.726155,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1125.92576,vibrate,34.199605,True,immediate,2019-02-18 09:04:09.047191,2019-02-18 09:22:54.972951
17,17,still,low,high,False,False,False,276.680341,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1887.433306,vibrate,1610.752965,True,over a week ago,2019-02-18 09:09:48.137539,2019-02-18 09:41:15.570845
18,18,still,low,high,True,True,False,1741.330333,False,low,True,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3953.1689,vibrate,2211.838567,True,over a week ago,2019-02-18 09:17:32.522456,2019-02-18 10:23:25.691356
19,19,still,low,high,False,False,False,1390.007133,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1449.08718,vibrate,59.080047,True,over a week ago,2019-02-18 09:22:54.552382,2019-02-18 09:47:03.639562
20,20,still,low,high,True,False,False,1356.929417,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1409.382722,vibrate,52.453305,True,over a week ago,2019-02-18 09:52:18.909995,2019-02-18 10:15:48.292717
21,21,still,low,high,False,False,False,192.975494,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3782.867577,vibrate,3589.892083,True,within 24 hours,2019-02-18 10:18:46.671798,2019-02-18 11:21:49.539375
22,22,still,low,high,True,False,False,187.928868,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,190.020181,vibrate,2.091313,True,over a week ago,2019-02-18 10:53:09.081803,2019-02-18 10:56:19.101984
23,23,still,low,high,True,False,False,1644.246312,False,low,False,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,4558.90128,vibrate,2914.654968,True,immediate,2019-02-18 10:59:09.278521,2019-02-18 12:15:08.179801
24,24,still,low,high,False,False,False,1406.616388,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1449.160547,vibrate,42.544159,True,over a week ago,2019-02-18 10:59:52.859743,2019-02-18 11:24:02.020290
25,25,still,low,high,False,False,False,785.296511,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,2735.1281,vibrate,1949.831589,True,immediate,2019-02-18 11:29:03.052727,2019-02-18 12:14:38.180827
26,26,still,low,high,False,False,False,173.423146,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,201.668591,vibrate,28.245445,True,within 24 hours,2019-02-18 11:37:42.970775,2019-02-18 11:41:04.639366
27,27,still,low,high,True,False,False,70.890135,False,low,True,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3340.720682,vibrate,3269.830547,False,over a week ago,2019-02-18 11:45:11.067012,2019-02-18 12:40:51.787694
28,28,still,low,high,False,False,False,72.402652,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1784.528821,vibrate,1712.126169,True,over a week ago,2019-02-18 12:19:02.229444,2019-02-18 12:48:46.758265
29,29,still,low,high,False,False,False,73.865989,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,108.337932,vibrate,34.471943,False,within hour,2019-02-18 13:40:38.571627,2019-02-18 13:42:26.909559
30,30,still,low,high,True,False,False,553.24855,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,2274.940349,vibrate,1721.691799,True,over a week ago,2019-02-18 14:04:59.031202,2019-02-18 14:42:53.971551
31,31,still,low,high,False,False,False,272.429668,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,299.778432,vibrate,27.348764,True,within 24 hours,2019-02-18 14:08:31.288647,2019-02-18 14:13:31.067079
32,32,still,low,high,True,False,False,107.784854,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,143.743182,vibrate,35.958328,True,over a week ago,2019-02-18 14:19:08.820465,2019-02-18 14:21:32.563647
33,33,still,low,high,False,False,False,154.432958,False,low,True,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,184.651421,vibrate,30.218463,False,over a week ago,2019-02-18 15:11:19.779814,2019-02-18 15:14:24.431235
34,34,still,low,high,True,False,False,451.496138,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,452.459529,vibrate,0.963391,True,over a week ago,2019-02-18 15:44:05.113398,2019-02-18 15:51:37.572927
35,35,still,low,low,True,False,False,1497.191559,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1519.19972,vibrate,22.008161,True,within 24 hours,2019-02-18 15:48:46.623984,2019-02-18 16:14:05.823704
36,36,still,low,high,True,False,False,206.921983,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1828.600094,vibrate,1621.678111,False,within 24 hours,2019-02-18 16:24:43.731192,2019-02-18 16:55:12.331286
37,37,still,low,high,False,False,False,162.625466,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,780.154345,vibrate,617.528879,True,over a week ago,2019-02-18 16:26:45.216181,2019-02-18 16:39:45.370526
38,38,still,low,high,True,False,False,1109.09923,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1143.20159,vibrate,34.10236,True,over a week ago,2019-02-18 16:49:09.123423,2019-02-18 17:08:12.325013
39,39,still,low,high,False,False,False,1335.698431,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3249.056091,vibrate,1913.35766,False,immediate,2019-02-18 16:49:51.863578,2019-02-18 17:44:00.919669
40,40,still,low,high,True,False,False,697.879799,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1124.717069,vibrate,426.83727,True,over a week ago,2019-02-18 16:59:08.919777,2019-02-18 17:17:53.636846
41,41,still,low,high,True,False,False,716.788736,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1208.707946,vibrate,491.91921,True,within 24 hours,2019-02-18 16:59:17.912560,2019-02-18 17:19:26.620506
42,42,still,low,high,False,False,False,184.695532,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1074.526649,vibrate,889.831117,True,over a week ago,2019-02-19 06:07:47.063036,2019-02-19 06:25:41.589685
43,43,still,low,high,False,False,False,860.777404,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,871.600751,vibrate,10.823347,True,over a week ago,2019-02-19 06:08:28.201500,2019-02-19 06:22:59.802251
44,44,still,low,high,False,False,False,266.946768,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3622.294985,vibrate,3355.348217,False,over a week ago,2019-02-19 06:19:07.253789,2019-02-19 07:19:29.548774
45,45,still,low,high,False,True,False,1756.222394,False,low,False,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1772.068448,vibrate,15.846054,True,over a week ago,2019-02-19 06:30:21.282345,2019-02-19 06:59:53.350793
46,46,still,low,high,False,False,False,911.744079,False,low,False,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,924.23147,vibrate,12.487391,True,over a week ago,2019-02-19 06:32:55.004094,2019-02-19 06:48:19.235564
47,47,still,low,high,False,False,False,294.872275,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,978.467254,vibrate,683.594979,False,over a week ago,2019-02-19 06:35:08.430572,2019-02-19 06:51:26.897826
48,48,still,low,high,True,False,False,61.108105,False,low,False,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,2720.686042,vibrate,2659.577937,False,immediate,2019-02-19 06:39:19.064447,2019-02-19 07:24:39.750489
49,49,still,low,high,False,False,False,24.849532,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,66.94522,vibrate,42.095688,True,over a week ago,2019-02-19 06:40:18.634493,2019-02-19 06:41:25.579713
50,50,still,low,high,True,False,False,234.459827,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3452.57638,vibrate,3218.116553,True,over a week ago,2019-02-19 06:41:30.946154,2019-02-19 07:39:03.522534
51,51,still,low,high,False,False,False,1500.468147,False,low,False,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1538.872344,vibrate,38.404197,False,immediate,2019-02-19 06:42:28.852730,2019-02-19 07:08:07.725074
52,52,still,low,high,False,False,False,276.941244,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,317.81678,vibrate,40.875536,True,over a week ago,2019-02-19 06:43:13.044326,2019-02-19 06:48:30.861106
53,53,still,low,high,False,False,False,1733.968917,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1734.306927,vibrate,0.33801,True,over a week ago,2019-02-19 06:44:48.530661,2019-02-19 07:13:42.837588
54,54,still,low,high,True,False,False,233.014248,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3479.906359,vibrate,3246.892111,False,immediate,2019-02-19 06:46:40.914751,2019-02-19 07:44:40.821110
55,55,still,low,high,False,False,False,1077.175214,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1104.179704,vibrate,27.00449,True,over a week ago,2019-02-19 06:56:25.883431,2019-02-19 07:14:50.063135
56,56,still,low,high,True,False,False,252.563323,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,289.335135,vibrate,36.771812,True,over a week ago,2019-02-19 07:12:26.598327,2019-02-19 07:17:15.933462
57,57,still,low,high,True,False,False,1354.170255,False,low,False,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3834.967915,vibrate,2480.79766,False,immediate,2019-02-19 07:21:18.625962,2019-02-19 08:25:13.593877
58,58,still,low,high,True,False,False,139.504845,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,191.412515,vibrate,51.90767,True,over a week ago,2019-02-19 07:25:48.476184,2019-02-19 07:28:59.888699
59,59,still,low,high,False,False,False,167.299231,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,212.940986,vibrate,45.641755,True,over a week ago,2019-02-19 07:26:51.540429,2019-02-19 07:30:24.481415
60,60,still,low,high,False,False,False,720.249046,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,742.320594,vibrate,22.071548,True,over a week ago,2019-02-19 07:27:05.578409,2019-02-19 07:39:27.899003
61,61,still,low,high,False,False,False,1591.590611,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1616.428678,vibrate,24.838067,True,immediate,2019-02-19 07:29:33.995452,2019-02-19 07:56:30.424130
62,62,still,low,high,False,False,False,37.663425,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,3580.357197,vibrate,3542.693772,True,over a week ago,2019-02-19 07:40:24.556909,2019-02-19 08:40:04.914106
63,63,still,low,high,False,False,False,246.898281,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,med,1430.310179,vibrate,1183.411898,True,within 24 hours,2019-02-19 07:40:40.502316,2019-02-19 08:04:30.812495
64,64,still,low,high,True,False,False,161.595012,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1770.877883,vibrate,1609.282871,True,over a week ago,2019-02-19 07:42:08.568398,2019-02-19 08:11:39.446281
65,65,still,low,high,False,False,False,281.29563,False,low,False,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,med,1607.806902,vibrate,1326.511272,True,over a week ago,2019-02-19 07:47:56.576166,2019-02-19 08:14:44.383068
