,id,day,time,place,activity,noise,batteryLevel,charging,headphonesIn,musicActive,proximity,ringerMode,lightIntensity
23,23,0,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,unknown,low,unknown,True,False,False,unknown,unknown,low
24,24,0,morning,unknown,unknown,low,unknown,True,False,False,unknown,vibrate,unknown
25,25,0,morning,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,low,unknown,True,False,False,unknown,unknown,low
26,26,0,morning,unknown,still,unknown,unknown,False,False,False,unknown,vibrate,unknown
27,27,0,morning,unknown,unknown,unknown,high,False,False,False,med,vibrate,unknown
28,28,0,afternoon,unknown,unknown,low,high,True,False,False,unknown,unknown,low
29,29,0,afternoon,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,unknown,unknown,True,False,False,unknown,vibrate,low
30,30,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,low,high,True,False,False,unknown,unknown,unknown
31,31,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
32,32,0,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
33,33,0,afternoon,unknown,unknown,unknown,unknown,True,False,False,unknown,unknown,unknown
34,34,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,low,high,False,False,False,unknown,unknown,unknown
35,35,0,afternoon,unknown,unknown,low,unknown,False,False,False,unknown,vibrate,unknown
36,36,0,afternoon,unknown,unknown,low,high,True,False,False,med,vibrate,unknown
37,37,0,afternoon,unknown,still,unknown,high,False,False,False,unknown,unknown,unknown
38,38,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,low,high,True,False,False,unknown,unknown,unknown
39,39,0,afternoon,unknown,unknown,unknown,unknown,True,False,False,med,vibrate,unknown
40,40,0,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,low,high,False,False,False,unknown,unknown,unknown
41,41,0,afternoon,unknown,unknown,low,high,False,False,False,unknown,vibrate,unknown
42,42,1,morning,unknown,still,low,high,False,False,False,med,unknown,unknown
43,43,1,morning,unknown,still,low,unknown,False,False,False,unknown,unknown,unknown
44,44,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,low,high,False,False,False,med,unknown,unknown
45,45,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
46,46,1,morning,unknown,unknown,low,unknown,False,False,False,unknown,unknown,low
47,47,1,morning,unknown,unknown,low,high,False,False,False,med,vibrate,unknown
48,48,1,morning,unknown,unknown,low,unknown,False,False,False,unknown,vibrate,low
49,49,1,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
50,50,1,morning,unknown,still,low,unknown,True,False,False,unknown,unknown,low
51,51,1,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
52,52,1,morning,unknown,still,low,unknown,False,False,False,unknown,unknown,unknown
53,53,1,morning,unknown,still,low,unknown,False,False,False,unknown,unknown,low
54,54,1,morning,unknown,unknown,unknown,unknown,False,False,False,med,vibrate,low
55,55,1,morning,unknown,still,unknown,high,False,False,False,unknown,unknown,unknown
56,56,1,morning,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,low,high,True,False,False,unknown,unknown,low
57,57,1,morning,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,unknown,unknown,False,False,False,unknown,vibrate,low
58,58,1,morning,unknown,unknown,unknown,high,False,False,False,unknown,unknown,unknown
59,59,1,morning,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,unknown,False,False,False,unknown,unknown,unknown
60,60,1,morning,unknown,unknown,low,unknown,False,False,False,unknown,unknown,low
61,61,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,high,False,False,False,med,unknown,unknown
62,62,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
63,63,1,morning,unknown,still,low,unknown,False,False,False,unknown,unknown,low
64,64,1,morning,unknown,unknown,low,unknown,False,False,False,unknown,vibrate,unknown
65,65,1,morning,unknown,unknown,low,unknown,False,False,False,unknown,unknown,low
66,66,1,morning,unknown,unknown,low,unknown,False,False,False,unknown,unknown,unknown
67,67,1,morning,unknown,unknown,low,unknown,False,False,False,unknown,unknown,unknown
68,68,1,morning,unknown,unknown,low,unknown,False,False,False,unknown,vibrate,unknown
69,69,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
70,70,1,morning,unknown,still,low,unknown,False,False,False,unknown,vibrate,unknown
71,71,1,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
72,72,1,morning,unknown,still,unknown,unknown,False,False,False,unknown,vibrate,unknown
73,73,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
74,74,1,morning,unknown,still,low,unknown,False,False,False,unknown,vibrate,unknown
75,75,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
76,76,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
77,77,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
78,78,1,morning,unknown,still,low,high,False,False,False,unknown,unknown,low
79,79,1,morning,unknown,unknown,unknown,high,False,False,False,med,unknown,unknown
80,80,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
81,81,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,low
82,82,1,morning,unknown,still,low,unknown,False,False,False,unknown,vibrate,unknown
83,83,1,morning,unknown,unknown,low,unknown,False,False,False,med,unknown,low
84,84,1,morning,unknown,still,low,unknown,False,False,False,unknown,unknown,unknown
85,85,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,low
86,86,1,morning,unknown,unknown,low,high,False,False,False,med,unknown,unknown
87,87,1,morning,unknown,unknown,low,high,True,False,False,unknown,unknown,low
88,88,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,low,unknown,False,False,False,unknown,vibrate,low
89,89,1,morning,unknown,unknown,low,unknown,False,False,False,near,unknown,unknown
90,90,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,high,False,False,False,unknown,unknown,unknown
91,91,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,unknown,unknown,False,False,False,unknown,unknown,unknown
92,92,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,unknown,False,False,False,unknown,unknown,unknown
93,93,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
94,94,1,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
95,95,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,low,unknown,False,False,False,unknown,unknown,low
96,96,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AIRPORT TYPE_ACCOUNTING,still,low,unknown,False,False,False,med,unknown,low
97,97,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
98,98,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
99,99,1,morning,unknown,unknown,low,high,False,False,False,med,vibrate,unknown
100,100,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
101,101,1,morning,unknown,unknown,unknown,unknown,False,False,False,med,unknown,unknown
102,102,1,morning,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,unknown,unknown,True,False,False,unknown,unknown,unknown
103,103,1,morning,unknown,still,unknown,high,False,False,False,unknown,unknown,unknown
104,104,1,morning,unknown,unknown,low,unknown,False,False,False,med,unknown,low
105,105,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
106,106,1,morning,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,unknown,False,False,False,unknown,unknown,low
107,107,1,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
108,108,1,morning,unknown,unknown,low,unknown,False,False,False,unknown,vibrate,unknown
109,109,1,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
110,110,1,morning,unknown,unknown,unknown,unknown,False,False,False,med,unknown,unknown
111,111,1,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,high,False,False,False,unknown,vibrate,unknown
112,112,1,morning,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,high,False,False,False,unknown,unknown,low
113,113,1,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
114,114,1,morning,unknown,unknown,unknown,unknown,False,False,False,med,unknown,unknown
115,115,1,morning,unknown,still,unknown,unknown,False,False,False,med,unknown,low
116,116,1,morning,unknown,unknown,unknown,unknown,False,False,False,med,unknown,unknown
117,117,1,morning,unknown,unknown,low,unknown,False,False,False,med,unknown,unknown
118,118,1,afternoon,unknown,still,unknown,high,False,False,False,unknown,unknown,unknown
119,119,1,afternoon,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,unknown,False,False,False,unknown,unknown,unknown
120,120,1,afternoon,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
121,121,1,afternoon,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,low,high,False,False,False,unknown,unknown,unknown
122,122,1,afternoon,unknown,unknown,unknown,high,False,False,False,unknown,vibrate,low
123,123,1,afternoon,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
124,124,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
125,125,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,unknown,False,False,False,unknown,unknown,unknown
126,126,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
127,127,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
128,128,1,afternoon,unknown,still,low,high,False,False,False,unknown,vibrate,unknown
129,129,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,unknown,unknown,True,False,False,unknown,vibrate,low
130,130,1,afternoon,unknown,still,low,high,False,False,False,med,unknown,low
131,131,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
132,132,1,afternoon,unknown,still,low,high,False,False,False,unknown,vibrate,unknown
133,133,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,low
134,134,1,afternoon,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
135,135,1,afternoon,unknown,unknown,low,high,False,False,False,unknown,vibrate,low
136,136,1,afternoon,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,unknown,False,False,False,unknown,vibrate,unknown
137,137,1,afternoon,unknown,still,low,high,False,False,False,unknown,unknown,unknown
138,138,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
139,139,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
140,140,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
141,141,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
142,142,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,unknown,False,False,False,unknown,unknown,unknown
143,143,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,high,False,False,False,unknown,unknown,unknown
144,144,1,afternoon,unknown,still,unknown,unknown,False,False,False,unknown,vibrate,unknown
145,145,1,afternoon,unknown,still,unknown,high,False,False,False,unknown,unknown,unknown
146,146,1,afternoon,unknown,still,low,high,False,False,False,unknown,unknown,unknown
147,147,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,low,unknown,False,False,False,unknown,vibrate,low
148,148,1,afternoon,unknown,still,unknown,high,False,False,False,unknown,unknown,unknown
149,149,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
150,150,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
151,151,1,afternoon,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
152,152,1,afternoon,unknown,still,low,high,False,False,False,med,unknown,unknown
153,153,1,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
154,154,1,afternoon,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,high,False,False,False,unknown,vibrate,low
155,155,2,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
156,156,2,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
157,157,2,morning,unknown,unknown,low,high,False,False,False,med,vibrate,unknown
158,158,2,morning,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,unknown,unknown,False,False,False,unknown,unknown,low
159,159,2,morning,unknown,still,unknown,unknown,False,False,False,unknown,vibrate,unknown
160,160,2,morning,unknown,unknown,unknown,high,False,False,False,unknown,unknown,unknown
161,161,2,morning,unknown,unknown,low,high,False,False,False,med,unknown,unknown
162,162,2,morning,unknown,unknown,unknown,high,False,False,False,med,unknown,low
163,163,2,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
164,164,2,afternoon,TYPE_BAR TYPE_AQUARIUM TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
165,165,2,afternoon,unknown,unknown,unknown,high,False,False,False,unknown,unknown,low
166,166,3,morning,unknown,unknown,low,unknown,False,False,False,med,vibrate,low
167,167,3,morning,unknown,unknown,low,unknown,False,False,False,unknown,unknown,unknown
168,168,3,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
169,169,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
170,170,3,morning,unknown,still,unknown,high,False,False,False,unknown,unknown,low
171,171,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
172,172,3,morning,unknown,still,low,unknown,False,False,False,unknown,unknown,unknown
173,173,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
174,174,3,morning,unknown,still,low,unknown,False,False,False,med,unknown,unknown
175,175,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
176,176,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
177,177,3,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
178,178,3,morning,unknown,still,low,high,False,False,False,med,vibrate,low
179,179,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
180,180,3,morning,unknown,still,low,high,False,False,False,med,vibrate,unknown
181,181,3,morning,unknown,still,unknown,unknown,False,False,False,unknown,vibrate,low
182,182,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
183,183,3,morning,unknown,unknown,unknown,unknown,False,False,False,med,vibrate,unknown
184,184,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
185,185,3,morning,unknown,unknown,unknown,unknown,False,False,False,med,vibrate,unknown
186,186,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
187,187,3,morning,unknown,unknown,low,unknown,False,False,False,med,vibrate,unknown
188,188,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,low
189,189,3,morning,TYPE_ACCOUNTING TYPE_OTHER TYPE_AMUSEMENT_PARK TYPE_OTHER TYPE_ACCOUNTING TYPE_OTHER TYPE_ACCOUNTING TYPE_AMUSEMENT_PARK TYPE_AMUSEMENT_PARK TYPE_AQUARIUM,still,unknown,unknown,False,False,False,unknown,vibrate,low
190,190,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
191,191,3,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
192,192,3,afternoon,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
193,193,3,afternoon,unknown,still,unknown,high,False,False,False,unknown,unknown,unknown
194,194,3,afternoon,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
195,195,4,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
196,196,4,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
197,197,4,morning,unknown,still,unknown,unknown,False,False,False,unknown,vibrate,unknown
198,198,4,morning,unknown,unknown,low,unknown,False,False,False,med,unknown,unknown
199,199,4,morning,unknown,still,unknown,high,False,False,False,med,vibrate,unknown
200,200,4,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
201,201,4,morning,unknown,still,unknown,unknown,False,False,False,unknown,vibrate,unknown
202,202,4,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,vibrate,unknown
203,203,4,morning,unknown,still,unknown,unknown,False,False,False,unknown,unknown,unknown
204,204,4,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
205,205,4,afternoon,unknown,unknown,unknown,high,False,False,False,unknown,unknown,unknown
206,206,5,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
207,207,5,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
208,208,5,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
209,209,5,morning,unknown,still,unknown,unknown,False,False,False,med,unknown,low
210,210,5,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
211,211,5,morning,unknown,unknown,unknown,unknown,False,False,False,unknown,unknown,unknown
212,212,5,morning,unknown,still,low,high,False,False,False,med,unknown,unknown
